名称,地址,城市,电话
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
至尊电竞网咖,兴茂街塘兴路6号二楼,惠州,13332659618/13434534666
惠隆电竞馆,南岸路125号,惠州,15812557197
网罗电竞,有点辣陈江店,惠州,
新纪元电竞馆,和畅六路西悦璟华庭4栋10号1层,惠州,
网鱼网咖·电竞(惠州惠城宝龙广场店),文昌一路宝龙广场1层,惠州,15360198200
娱粤电竞馆·鑫旺达店,世纪一路18号碧桂园汇悦台15栋01.02.03.04铺,惠州,18026608375
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
法拉电竞馆,广东省惠州市惠城区和畅西三路26号闰垣国际一楼,惠州,15360912218
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
畅新网咖,赤岭路7号,惠州,19976136323
思维网咖(文明二路店),文明二路1号2楼,惠州,13006807087
六星网吧,华阳工业园华阳横街2号二楼,惠州,0752-2321681
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
乐乐园网咖(茶山广场店),龙山七路福鑫广场3楼,惠州,13649853552
富东电竞,仲恺五路5号,惠州,13652777522
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
鲨鱼电竞(淡水分店),南门大街80号二楼,惠州,13728999815
风云电竞(和畅四路店),惠州市惠城区和畅四路金邦公园一号,惠州,
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
NO·1电竞馆,广东省惠州市博罗县园洲镇园洲大道1719号,惠州,15816492157/18938914433
零度网咖(博罗店),罗阳镇中园小区祥兴花园兴业楼7号,惠州,
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
富东电竞,仲恺五路5号,惠州,13652777522
天马网吧(清湾路店),清湾路64号,惠州,18027551868
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
浪鱼电竞,东江高新科技园东新大道34号顺祺铖豪庭3栋三楼1号铺（发到家大润发楼上）,惠州,15807953825
粤塔电竞,惠州市惠城区湖溪大道牧工商工业区,惠州,
科汇电竞(东平店),桥东街道桥东东湖西路桃子园25号金典花园C栋1、2、3层,惠州,
盈升电竞,惠州市博罗县过桥新路福田卫生院东北侧约270米,惠州,
柚子电竞,太阳城酒店三楼,惠州,
科汇电竞(下角店),下角中路共建市场综合楼2楼,惠州,0752-2680388
千度电竞,德政东一路40号7号楼401室(水口工商所旁),惠州,18718151119
宇宙星电竞(开城大道天虹店),上杨三路大亚湾西区市场二层,惠州,0752-5555825
同乐网吧(兴发路店),园洲镇兴园二路63号二楼,惠州,
崇铭电竞房,惠州市惠阳区人民六路南海明珠大酒店,惠州,
惠隆电竞,广东省惠州市惠城区桥西街道麦岸路1-17号,惠州,
电竞馆,惠州市惠城区惠风五路深鹏购物广场,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
商务电竞,惠州市惠阳区新科路峰发农贸批发市场西南侧约90米,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
新起点电竞馆(锦源街店),甲子路67号,惠州,18320451588
富东电竞,仲恺五路5号,惠州,13652777522
腾辉电竞,宏彬和馨公馆商铺14号,惠州,15767993562
黑熊电竞,广东省惠州市惠阳区三和街道玖龙山15栋107号,惠州,
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
粤发电竞(东平店),东湖西路阳光100小区2楼,惠州,13288494245
富鑫网吧,惠风六路26号,惠州,
鑫河电竞,宏川路与光明路交叉路口往东约100米(金佰鑫贸易有限公司西侧约100米),惠州,13286262990
一路通电竞,惠州市惠阳区御和路向阳苑-二期西北侧约100米,惠州,17120030272
京华电竞城,惠州市惠阳区京华中央御园1栋2楼222号电竞城收银台,惠州,13670078940/19129354135
兴腾电竞网咖,三栋路与上洞路交叉口西南50米,惠州,13790628859
新华电竞,秋长镇桔园路8号,惠州,13202296888/15361061966
银象网吧,仲恺高新区和畅西三路16号,惠州,18606663708
尖峰电竞,胜利街43号,惠州,
鑫隆电竞,数码工业园南区恒都厂后门旁,惠州,
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
宇龙电竞网咖,锦绣路164号二楼,惠州,
网逸电竞,惠风五路附近,惠州,
飞鱼电竞·桌球棋牌,英山路碧桂园科技小镇T5栋,惠州,18811159084
宇乐网吧,s358长布市场,惠州,13414645595
嘉怡电竞,新圩镇塘吓大道东区73号二楼,惠州,13392557056
惠隆电竞馆,南岸路125号,惠州,15812557197
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
鑫欣电竞馆,洋纳村委中洲河谷花园1期栋116-118商铺,惠州,18998105370
新亮点电竞馆,和畅五路2号,惠州,18682111940
迅游电竞,河南岸街冰塘村小塘组412号二楼,惠州,13650159962
蓝极速电竞,秋宝路蓝极速网咖,惠州,13719609982
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
薇薇电竞馆,上湖西街琼苑宾馆旁边,惠州,18923614398
环城电竞,龙山一路61号,惠州,15361803923
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
怡发电竞馆,怡发工业园怡发三路,惠州,17722365939
玩家国度电竞馆(三栋店),惠泰路,惠州,
大众乐电竞,水边6巷2号,惠州,13392026615
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
锦源电竞,凯湾商务酒店电梯上3楼,惠州,
景腾网咖,中信水岸城11-07号铺,惠州,
海怡电竞,白云五路56号一楼,惠州,18933597588
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
景腾网咖,中信水岸城11-07号铺,惠州,
新纪元电竞馆,惠州市惠城区宝岗路与松柏岭大道交叉路口往西约200米,惠州,
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
鑫景网咖,麦地路37号如家酒店正对面二楼,惠州,15767454671
飞雄电竞馆,广东省惠州市惠阳区淡水街道内环东路中洲河谷花园-2期,惠州,
鑫达电竞馆,广东省惠州市惠城区水口街道青荔二路东江先进制造园15号厂房1号楼3楼,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
嘻游电竞馆,仲恺高新区陈江街道环侨路299号玖云台1栋1层161718号,惠州,13610428885
开心港电竞,惠州市惠城区下塘村16号,惠州,
ok电竞,水口街道,惠州,
粤塔电竞(怡轩店),惠州市惠城区新乐路凯湾商务酒店东侧约70米,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
飞象电竞(网咖),桃园路农业银行二楼（万福达超市斜对面）,惠州,13422911821
战霆电竞(晓天广场店),广东省惠州市惠城区东新大道39号晓天广场,惠州,
鲨鱼电竞(仲恺店),深鹏购物广场,惠州,13288880695
新鸿华电竞馆,大亚湾西区街道大亚湾西区石化大道西34号御蓝湾花园2栋1层18-28号,惠州,18933260028
大众乐电竞,水边6巷2号,惠州,13392026615
7号电竞(大家乐店),博罗大道西768号二楼,惠州,13728335143
讯速电竞,湖溪大道9号123室,惠州,13692738136
云畅电竞,惠州市惠城区杏园北路,惠州,
黑熊电竞(平潭店),惠州市惠阳区聚贤轩小区一号楼,惠州,18129619690
普进电竞馆(中韩店),广东省惠州市惠城区和溪路63号中韩产业园起步区集中配套设施二期,惠州,13502282458
鑫普进电竞馆,广东省惠州市惠城区宝岗路,惠州,
亦华电竞网咖,莲花东路2-2号,惠州,13794161555
天宇电竞馆,英光村开发区8栋2楼天宇电竞馆,惠州,15220720922
水围电竞,陈江街道陈江办事处水围大道52号二楼,惠州,
开心港电竞,惠州市惠城区下塘村16号,惠州,
飞鱼电竞,惠州市惠阳区开城大道南雅博世纪广场,惠州,
泽鸿电竞,广东省惠州市惠东县吉隆镇平政村B栋二楼,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
惠友电竞(万福路店),人民六路15号二楼,惠州,15976159581
合欢电竞,广东省惠州市博罗县兴园五路186号,惠州,
星河电竞网咖,永安街3号,惠州,
乌兹电竞馆(南坛美博城店),南坛东横街与南坛东二路交叉口美博城5楼,惠州,18948244567
少帅电竞,锦绣南路与石化大道西交叉口富康锦绣壹号,惠州,
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
至尊电竞网咖,兴茂街塘兴路6号二楼,惠州,13332659618/13434534666
惠隆电竞馆,南岸路125号,惠州,15812557197
网罗电竞,有点辣陈江店,惠州,
新纪元电竞馆,和畅六路西悦璟华庭4栋10号1层,惠州,
网鱼网咖·电竞(惠州惠城宝龙广场店),文昌一路宝龙广场1层,惠州,15360198200
娱粤电竞馆·鑫旺达店,世纪一路18号碧桂园汇悦台15栋01.02.03.04铺,惠州,18026608375
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
法拉电竞馆,广东省惠州市惠城区和畅西三路26号闰垣国际一楼,惠州,15360912218
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
畅新网咖,赤岭路7号,惠州,19976136323
思维网咖(文明二路店),文明二路1号2楼,惠州,13006807087
六星网吧,华阳工业园华阳横街2号二楼,惠州,0752-2321681
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
乐乐园网咖(茶山广场店),龙山七路福鑫广场3楼,惠州,13649853552
富东电竞,仲恺五路5号,惠州,13652777522
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
鲨鱼电竞(淡水分店),南门大街80号二楼,惠州,13728999815
风云电竞(和畅四路店),惠州市惠城区和畅四路金邦公园一号,惠州,
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
NO·1电竞馆,广东省惠州市博罗县园洲镇园洲大道1719号,惠州,15816492157/18938914433
零度网咖(博罗店),罗阳镇中园小区祥兴花园兴业楼7号,惠州,
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
富东电竞,仲恺五路5号,惠州,13652777522
天马网吧(清湾路店),清湾路64号,惠州,18027551868
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
浪鱼电竞,东江高新科技园东新大道34号顺祺铖豪庭3栋三楼1号铺（发到家大润发楼上）,惠州,15807953825
粤塔电竞,惠州市惠城区湖溪大道牧工商工业区,惠州,
科汇电竞(东平店),桥东街道桥东东湖西路桃子园25号金典花园C栋1、2、3层,惠州,
盈升电竞,惠州市博罗县过桥新路福田卫生院东北侧约270米,惠州,
柚子电竞,太阳城酒店三楼,惠州,
科汇电竞(下角店),下角中路共建市场综合楼2楼,惠州,0752-2680388
千度电竞,德政东一路40号7号楼401室(水口工商所旁),惠州,18718151119
宇宙星电竞(开城大道天虹店),上杨三路大亚湾西区市场二层,惠州,0752-5555825
同乐网吧(兴发路店),园洲镇兴园二路63号二楼,惠州,
崇铭电竞房,惠州市惠阳区人民六路南海明珠大酒店,惠州,
惠隆电竞,广东省惠州市惠城区桥西街道麦岸路1-17号,惠州,
电竞馆,惠州市惠城区惠风五路深鹏购物广场,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
商务电竞,惠州市惠阳区新科路峰发农贸批发市场西南侧约90米,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
新起点电竞馆(锦源街店),甲子路67号,惠州,18320451588
富东电竞,仲恺五路5号,惠州,13652777522
腾辉电竞,宏彬和馨公馆商铺14号,惠州,15767993562
黑熊电竞,广东省惠州市惠阳区三和街道玖龙山15栋107号,惠州,
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
粤发电竞(东平店),东湖西路阳光100小区2楼,惠州,13288494245
富鑫网吧,惠风六路26号,惠州,
鑫河电竞,宏川路与光明路交叉路口往东约100米(金佰鑫贸易有限公司西侧约100米),惠州,13286262990
一路通电竞,惠州市惠阳区御和路向阳苑-二期西北侧约100米,惠州,17120030272
京华电竞城,惠州市惠阳区京华中央御园1栋2楼222号电竞城收银台,惠州,13670078940/19129354135
兴腾电竞网咖,三栋路与上洞路交叉口西南50米,惠州,13790628859
新华电竞,秋长镇桔园路8号,惠州,13202296888/15361061966
银象网吧,仲恺高新区和畅西三路16号,惠州,18606663708
尖峰电竞,胜利街43号,惠州,
鑫隆电竞,数码工业园南区恒都厂后门旁,惠州,
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
宇龙电竞网咖,锦绣路164号二楼,惠州,
网逸电竞,惠风五路附近,惠州,
飞鱼电竞·桌球棋牌,英山路碧桂园科技小镇T5栋,惠州,18811159084
宇乐网吧,s358长布市场,惠州,13414645595
嘉怡电竞,新圩镇塘吓大道东区73号二楼,惠州,13392557056
惠隆电竞馆,南岸路125号,惠州,15812557197
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
鑫欣电竞馆,洋纳村委中洲河谷花园1期栋116-118商铺,惠州,18998105370
新亮点电竞馆,和畅五路2号,惠州,18682111940
迅游电竞,河南岸街冰塘村小塘组412号二楼,惠州,13650159962
蓝极速电竞,秋宝路蓝极速网咖,惠州,13719609982
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
薇薇电竞馆,上湖西街琼苑宾馆旁边,惠州,18923614398
环城电竞,龙山一路61号,惠州,15361803923
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
怡发电竞馆,怡发工业园怡发三路,惠州,17722365939
玩家国度电竞馆(三栋店),惠泰路,惠州,
大众乐电竞,水边6巷2号,惠州,13392026615
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
锦源电竞,凯湾商务酒店电梯上3楼,惠州,
景腾网咖,中信水岸城11-07号铺,惠州,
海怡电竞,白云五路56号一楼,惠州,18933597588
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
景腾网咖,中信水岸城11-07号铺,惠州,
新纪元电竞馆,惠州市惠城区宝岗路与松柏岭大道交叉路口往西约200米,惠州,
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
鑫景网咖,麦地路37号如家酒店正对面二楼,惠州,15767454671
飞雄电竞馆,广东省惠州市惠阳区淡水街道内环东路中洲河谷花园-2期,惠州,
鑫达电竞馆,广东省惠州市惠城区水口街道青荔二路东江先进制造园15号厂房1号楼3楼,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
嘻游电竞馆,仲恺高新区陈江街道环侨路299号玖云台1栋1层161718号,惠州,13610428885
开心港电竞,惠州市惠城区下塘村16号,惠州,
ok电竞,水口街道,惠州,
粤塔电竞(怡轩店),惠州市惠城区新乐路凯湾商务酒店东侧约70米,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
飞象电竞(网咖),桃园路农业银行二楼（万福达超市斜对面）,惠州,13422911821
战霆电竞(晓天广场店),广东省惠州市惠城区东新大道39号晓天广场,惠州,
鲨鱼电竞(仲恺店),深鹏购物广场,惠州,13288880695
新鸿华电竞馆,大亚湾西区街道大亚湾西区石化大道西34号御蓝湾花园2栋1层18-28号,惠州,18933260028
大众乐电竞,水边6巷2号,惠州,13392026615
7号电竞(大家乐店),博罗大道西768号二楼,惠州,13728335143
讯速电竞,湖溪大道9号123室,惠州,13692738136
云畅电竞,惠州市惠城区杏园北路,惠州,
黑熊电竞(平潭店),惠州市惠阳区聚贤轩小区一号楼,惠州,18129619690
普进电竞馆(中韩店),广东省惠州市惠城区和溪路63号中韩产业园起步区集中配套设施二期,惠州,13502282458
鑫普进电竞馆,广东省惠州市惠城区宝岗路,惠州,
亦华电竞网咖,莲花东路2-2号,惠州,13794161555
天宇电竞馆,英光村开发区8栋2楼天宇电竞馆,惠州,15220720922
水围电竞,陈江街道陈江办事处水围大道52号二楼,惠州,
开心港电竞,惠州市惠城区下塘村16号,惠州,
飞鱼电竞,惠州市惠阳区开城大道南雅博世纪广场,惠州,
泽鸿电竞,广东省惠州市惠东县吉隆镇平政村B栋二楼,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
惠友电竞(万福路店),人民六路15号二楼,惠州,15976159581
合欢电竞,广东省惠州市博罗县兴园五路186号,惠州,
星河电竞网咖,永安街3号,惠州,
乌兹电竞馆(南坛美博城店),南坛东横街与南坛东二路交叉口美博城5楼,惠州,18948244567
少帅电竞,锦绣南路与石化大道西交叉口富康锦绣壹号,惠州,
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
至尊电竞网咖,兴茂街塘兴路6号二楼,惠州,13332659618/13434534666
惠隆电竞馆,南岸路125号,惠州,15812557197
网罗电竞,有点辣陈江店,惠州,
新纪元电竞馆,和畅六路西悦璟华庭4栋10号1层,惠州,
网鱼网咖·电竞(惠州惠城宝龙广场店),文昌一路宝龙广场1层,惠州,15360198200
娱粤电竞馆·鑫旺达店,世纪一路18号碧桂园汇悦台15栋01.02.03.04铺,惠州,18026608375
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
法拉电竞馆,广东省惠州市惠城区和畅西三路26号闰垣国际一楼,惠州,15360912218
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
畅新网咖,赤岭路7号,惠州,19976136323
思维网咖(文明二路店),文明二路1号2楼,惠州,13006807087
六星网吧,华阳工业园华阳横街2号二楼,惠州,0752-2321681
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
乐乐园网咖(茶山广场店),龙山七路福鑫广场3楼,惠州,13649853552
富东电竞,仲恺五路5号,惠州,13652777522
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
鲨鱼电竞(淡水分店),南门大街80号二楼,惠州,13728999815
风云电竞(和畅四路店),惠州市惠城区和畅四路金邦公园一号,惠州,
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
NO·1电竞馆,广东省惠州市博罗县园洲镇园洲大道1719号,惠州,15816492157/18938914433
零度网咖(博罗店),罗阳镇中园小区祥兴花园兴业楼7号,惠州,
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
富东电竞,仲恺五路5号,惠州,13652777522
天马网吧(清湾路店),清湾路64号,惠州,18027551868
乌兹电竞馆(隆生金山湖店),三环南路32号隆生金山湖中心商业综合楼6层5号电梯（星级运动馆隔壁）,惠州,0752-2966688
浪鱼电竞,东江高新科技园东新大道34号顺祺铖豪庭3栋三楼1号铺（发到家大润发楼上）,惠州,15807953825
粤塔电竞,惠州市惠城区湖溪大道牧工商工业区,惠州,
科汇电竞(东平店),桥东街道桥东东湖西路桃子园25号金典花园C栋1、2、3层,惠州,
盈升电竞,惠州市博罗县过桥新路福田卫生院东北侧约270米,惠州,
柚子电竞,太阳城酒店三楼,惠州,
科汇电竞(下角店),下角中路共建市场综合楼2楼,惠州,0752-2680388
千度电竞,德政东一路40号7号楼401室(水口工商所旁),惠州,18718151119
宇宙星电竞(开城大道天虹店),上杨三路大亚湾西区市场二层,惠州,0752-5555825
同乐网吧(兴发路店),园洲镇兴园二路63号二楼,惠州,
崇铭电竞房,惠州市惠阳区人民六路南海明珠大酒店,惠州,
惠隆电竞,广东省惠州市惠城区桥西街道麦岸路1-17号,惠州,
电竞馆,惠州市惠城区惠风五路深鹏购物广场,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
商务电竞,惠州市惠阳区新科路峰发农贸批发市场西南侧约90米,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
,,惠州,
新起点电竞馆(锦源街店),甲子路67号,惠州,18320451588
富东电竞,仲恺五路5号,惠州,13652777522
腾辉电竞,宏彬和馨公馆商铺14号,惠州,15767993562
黑熊电竞,广东省惠州市惠阳区三和街道玖龙山15栋107号,惠州,
鸿华网吧,移民村天麓花园一楼商铺,惠州,18485479682
粤发电竞(东平店),东湖西路阳光100小区2楼,惠州,13288494245
富鑫网吧,惠风六路26号,惠州,
鑫河电竞,宏川路与光明路交叉路口往东约100米(金佰鑫贸易有限公司西侧约100米),惠州,13286262990
一路通电竞,惠州市惠阳区御和路向阳苑-二期西北侧约100米,惠州,17120030272
京华电竞城,惠州市惠阳区京华中央御园1栋2楼222号电竞城收银台,惠州,13670078940/19129354135
兴腾电竞网咖,三栋路与上洞路交叉口西南50米,惠州,13790628859
新华电竞,秋长镇桔园路8号,惠州,13202296888/15361061966
银象网吧,仲恺高新区和畅西三路16号,惠州,18606663708
尖峰电竞,胜利街43号,惠州,
鑫隆电竞,数码工业园南区恒都厂后门旁,惠州,
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
宇龙电竞网咖,锦绣路164号二楼,惠州,
网逸电竞,惠风五路附近,惠州,
飞鱼电竞·桌球棋牌,英山路碧桂园科技小镇T5栋,惠州,18811159084
宇乐网吧,s358长布市场,惠州,13414645595
嘉怡电竞,新圩镇塘吓大道东区73号二楼,惠州,13392557056
惠隆电竞馆,南岸路125号,惠州,15812557197
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
鑫欣电竞馆,洋纳村委中洲河谷花园1期栋116-118商铺,惠州,18998105370
新亮点电竞馆,和畅五路2号,惠州,18682111940
迅游电竞,河南岸街冰塘村小塘组412号二楼,惠州,13650159962
蓝极速电竞,秋宝路蓝极速网咖,惠州,13719609982
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
薇薇电竞馆,上湖西街琼苑宾馆旁边,惠州,18923614398
环城电竞,龙山一路61号,惠州,15361803923
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
怡发电竞馆,怡发工业园怡发三路,惠州,17722365939
玩家国度电竞馆(三栋店),惠泰路,惠州,
大众乐电竞,水边6巷2号,惠州,13392026615
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
锦源电竞,凯湾商务酒店电梯上3楼,惠州,
景腾网咖,中信水岸城11-07号铺,惠州,
海怡电竞,白云五路56号一楼,惠州,18933597588
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
景腾网咖,中信水岸城11-07号铺,惠州,
新纪元电竞馆,惠州市惠城区宝岗路与松柏岭大道交叉路口往西约200米,惠州,
奈斯电竞馆·虎猫店,隆生广场东湖店4楼L412号,惠州,18028465728
星灿电竞馆,赤领市场旁德州汉堡二楼,惠州,13928310841
鑫景网咖,麦地路37号如家酒店正对面二楼,惠州,15767454671
飞雄电竞馆,广东省惠州市惠阳区淡水街道内环东路中洲河谷花园-2期,惠州,
鑫达电竞馆,广东省惠州市惠城区水口街道青荔二路东江先进制造园15号厂房1号楼3楼,惠州,
鑫汇电竞,广东省惠州市惠城区三栋镇惠州市德赛电池有限公司惠南工业园南250米,惠州,
嘻游电竞馆,仲恺高新区陈江街道环侨路299号玖云台1栋1层161718号,惠州,13610428885
开心港电竞,惠州市惠城区下塘村16号,惠州,
ok电竞,水口街道,惠州,
粤塔电竞(怡轩店),惠州市惠城区新乐路凯湾商务酒店东侧约70米,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
秋谷网吧,新西路与龙兴路交叉口北150米,惠州,15768159136
蓝钻电竞(万达广场店),新民路11号西街苑5栋,惠州,18129626799
大世界网咖,镇府东路惠州惠阳友联公寓东侧约40米,惠州,18902626708
飞象电竞(网咖),桃园路农业银行二楼（万福达超市斜对面）,惠州,13422911821
战霆电竞(晓天广场店),广东省惠州市惠城区东新大道39号晓天广场,惠州,
鲨鱼电竞(仲恺店),深鹏购物广场,惠州,13288880695
新鸿华电竞馆,大亚湾西区街道大亚湾西区石化大道西34号御蓝湾花园2栋1层18-28号,惠州,18933260028
大众乐电竞,水边6巷2号,惠州,13392026615
7号电竞(大家乐店),博罗大道西768号二楼,惠州,13728335143
讯速电竞,湖溪大道9号123室,惠州,13692738136
云畅电竞,惠州市惠城区杏园北路,惠州,
黑熊电竞(平潭店),惠州市惠阳区聚贤轩小区一号楼,惠州,18129619690
普进电竞馆(中韩店),广东省惠州市惠城区和溪路63号中韩产业园起步区集中配套设施二期,惠州,13502282458
鑫普进电竞馆,广东省惠州市惠城区宝岗路,惠州,
亦华电竞网咖,莲花东路2-2号,惠州,13794161555
天宇电竞馆,英光村开发区8栋2楼天宇电竞馆,惠州,15220720922
水围电竞,陈江街道陈江办事处水围大道52号二楼,惠州,
开心港电竞,惠州市惠城区下塘村16号,惠州,
飞鱼电竞,惠州市惠阳区开城大道南雅博世纪广场,惠州,
泽鸿电竞,广东省惠州市惠东县吉隆镇平政村B栋二楼,惠州,
维通电竞,水口镇东昇大道南68号,惠州,
惠友电竞(万福路店),人民六路15号二楼,惠州,15976159581
合欢电竞,广东省惠州市博罗县兴园五路186号,惠州,
星河电竞网咖,永安街3号,惠州,
乌兹电竞馆(南坛美博城店),南坛东横街与南坛东二路交叉口美博城5楼,惠州,18948244567
少帅电竞,锦绣南路与石化大道西交叉口富康锦绣壹号,惠州,
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
联富电竞网咖,广东省惠州市惠城区演达路康诗丹郡花园二楼,惠州,18676085654
至尊电竞网咖,兴茂街塘兴路6号二楼,惠州,13332659618/13434534666
惠隆电竞馆,南岸路125号,惠州,15812557197
网罗电竞,有点辣陈江店,惠州,
新纪元电竞馆,和畅六路西悦璟华庭4栋10号1层,惠州,
网鱼网咖·电竞(惠州惠城宝龙广场店),文昌一路宝龙广场1层,惠州,15360198200
娱粤电竞馆·鑫旺达店,世纪一路18号碧桂园汇悦台15栋01.02.03.04铺,惠州,18026608375
惠娱网吧,龙山九路108号铺号（明华花园二期1层）,惠州,13620493934
法拉电竞馆,广东省惠州市惠城区和畅西三路26号闰垣国际一楼,惠州,15360912218
鑫鸿电竞馆,惠州市惠城区演达路花样美宅·幸福年华,惠州,13794531112
畅新网咖,赤岭路7号,惠州,19976136323
思维网咖(文明二路店),文明二路1号2楼,惠州,13006807087
六星网吧,华阳工业园华阳横街2号二楼,惠州,0752-2321681
游星网咖,御景豪庭小区C2栋107/108号正西方向31米,惠州,13751270602
