名称,地址,城市,电话,区域,lng,lat,urlKey
杰拉电竞·网咖,江文路470号3楼,上海,15921259722,浦江镇,121.537446,31.061986,G6PTZhFZXMPBZX4Y
雏蜂电竞·网咖,下盐路1054-1056号,上海,19116337914,航头,121.58865,31.067074,G6JBL6jt4lw0wubN
连盈网咖,曲江路48-50号(嘉怡路地铁站1号口步行270米),上海,13817475185,江桥,121.347322,31.257231,G67jUhjroXG74A1z
熙盟电竞,玉树路103号1号楼三楼(玉树路兴日家园东门正对面),上海,13816458057,飞航广场,121.209538,31.007678,G66uEPsmbKm1wWr4
明江网咖,双柏路1786号梅莲农贸市场3楼,上海,13482877991,唐湾镇/曹行镇,121.421754,31.084608,G64oTfFG3P63TCo3
魔神电竞·网咖,余姚路1号（余姚路与西康路交叉口）,上海,15254490966,同乐坊/江宁路,121.444465,31.235924,G63fidI24xDV2luD
中数网咖,共和新路4785号二楼,上海,56776957,宝山万达广场,121.446071,31.322171,G5iMKXcfNg8tVVXL
网鱼电竞·棋牌,运城路236-246号2层203室,上海,17821221024,大宁地区,121.439811,31.270815,G5e88W6hYYAQU4iB
网鱼电竞,影视路164号,上海,15921306122,车墩影视城,121.310899,31.012709,G5ZIt4I3YUYfXyPx
火豹电竞,国和路709号中原城市广场1座5楼1501-1,上海,65115198,中原地区,121.521155,31.31535,G5YQGvxwqp3Ekh3o
网鱼电竞,宝山路778号102-B（3号线东宝兴路站1号口出站即可）,上海,19921307844,四川北路/海伦路,121.479422,31.261968,G5Unk0zYDvZ7CCzu
悟空电竞棋牌,张杨北路5688弄45、47、49、50、69号（浦发银行旁）,上海,13042123002,外高桥,121.574514,31.347297,G5UE3Plw1JebRtiI
e家网咖,沪太支路180号二楼,上海,13110797591,大华地区,121.422721,31.284071,G5TXrgdMc1vqpHep
零点网咖,东大街314号秋霞社区工作站2楼,上海,59531402,嘉定镇,121.254301,31.386361,G5LQWkJmPu4x0ePM
古巴电竞·棋牌,马陆澄城公寓1028弄2楼,上海,13788910105,马陆镇,121.286001,31.357661,G5L6F4FV7myOVtVU
网鱼电竞·棋牌,武宁路1500号1号楼2楼,上海,18317080929,曹杨地区,121.409161,31.245989,G5GPDsu4gy7W5Tub
C4电竞,寺平北路111弄9号2楼,上海,17301677698,亭林镇,121.313793,30.885762,G5CJol31TOCbwzyP
网鱼网咖,环城路518号3楼（酷玩天地对面）,上海,13917635175,松江镇,121.254959,31.010511,G5Aj5QCr8eQJUwxh
夕阳电竞,富岩路121号万达广场4层4025号铺位,上海,18930787002,闵行开发区,121.373465,31.023737,G58DOjneDunUsQV2
网鱼电竞,洋泾街道栖山路155号旭辉雅苑(近苗圃路),上海,58991329,洋泾,121.545466,31.243448,G550aRF2JVzf0EOV
网鱼电竞,秀沿路2751号二楼,上海,15956355702,康桥/周浦,121.609143,31.137951,G4wR2PsrnNjs41DS
网鱼网咖,淀山湖大道988弄8号地下1层041室,上海,15317855922,青浦城区,121.082883,31.135855,G4PlvDUBo9daAyvU
网鱼电竞,彭浦新村街道临汾路818号海冰宫1楼,上海,13564048187,彭浦新村,121.451507,31.310911,G4PKHz9Yi3GJQLts
网鱼网咖,新凤北路499号,上海,19821139834,华新镇,121.223286,31.245763,G47GFh5x3xhwoJ9Q
魔兔网咖,高行镇秋岚路72-80号2楼,上海,15221667909,外高桥,121.591214,31.326644,G43chtMTxEObH7FJ
网鱼网咖,亭升路66号,上海,18916792128,亭林镇,121.322159,30.882089,G3uQe6eaboXDy1EC
温盈电竞,田林路140号T6幢3F302室,上海,13020192690,漕河泾/田林,121.411438,31.1696,G3qOcbyd0Wb5AJ5t
网鱼网咖,丰庄路604号3楼,上海,18930601449,丰庄,121.367123,31.25171,G3gozyfJXcC9j5qK
蜂鸟电竞卓威体验馆,通河路107号共江集贸市场内2楼,上海,15901606581,庙行/共康,121.451033,31.327393,G3ac0Q7JF9pjFrKK
网鱼网咖,汇金路588弄（17号线2号出口旁）,上海,13133617628,青浦城区,121.152631,31.160631,G3Uk411RfRCIggdi
欢鹿土星电竞,芷江西路547号2楼201室,上海,18721826019,上海长途汽车站,121.456066,31.256791,G3UG5RM5cr6NUu0X
网鱼电竞,西渡街道连城商业广场2号楼,上海,16621231078,西渡镇,121.431274,30.988939,G3ODCUiscwJCbTcH
乐乐网咖,唐安路1091-1101号2楼,上海,13817466430,唐镇,121.656128,31.202721,G3EMAM5vi6HYUg4o
网鱼电竞,淞南路363号2楼（中国邮政储蓄前行100米）,上海,36211606,淞南,121.491478,31.344651,G3CNpPhyFskOEWeV
网猫网咖,隆昌路235-1号,上海,,平凉路/东外滩,121.547615,31.269767,G38djCyq1AkaEdbt
E家网咖,大华路518号3楼(讴K拉量贩KTV直达),上海,,大华地区,121.414278,31.271963,G34uC45IOtJipGoq
魔兔电竞,辉河路47号2楼,上海,17317577119,大柏树,121.498094,31.288699,G2wGW1frreW0KPNE
网鱼网咖·Vision Pro,申长路799号龙湖虹桥天街B馆3层（海底捞对面）,上海,18116380172,虹桥枢纽,121.313779,31.191359,G2vk45sFKxEnykCc
青枫网咖,川周公路4009号2楼,上海,58070638,康桥/周浦,121.587308,31.126091,G2pv8hVvPuhESWNP
海马电竞网咖,新源路105弄5号2楼、3楼（安亭地铁站4口步行400米）,上海,15316022287,安亭新源路,121.158751,31.290447,G2lDjotAp7scMDCL
魔神电竞·网咖,殷高西路588号2楼212-218室（雀茗居楼上）,上海,15800489013,高境,121.472331,31.320041,G2hA7ZzCjT3ATSJA
魔兔电竞,顾唐路172号2楼,上海,13472779967,曹路,121.657001,31.262854,G2fNPSsI8g8YiezR
网鱼网咖,川沙路420号,上海,13818111113,曹路,121.668337,31.276879,G2eZpaWxuzsu8YFH
网鱼网咖,陕西南路238号中轻商务楼1层,上海,64668831,淮海路,121.458521,31.217547,G2cFmBhC4OEdFcoV
哈神电竞,南奉公路3111弄1幢,上海,15921363297,青村,121.573381,30.924172,G2ZIp25jala2xfk3
网鱼网咖,北翟路2000弄金色西郊城116号楼1-2层,上海,13042132002,北翟路,121.331157,31.2256,G2VwYMvE0Zt4bFk2
乐乐网咖,翔殷三村包头路150号2楼,上海,18939727635,中原地区,121.538876,31.309903,G2PTd1h6JGHgI9Ak
古巴电竞,方陆路88弄1号2楼,上海,18117573842,安亭镇,121.226589,31.315965,G2M0AInLm5TForJA
峰鲨电竞,灵岩南路1064号2楼,上海,17721404257,三林地区,121.499478,31.142838,G2L4HfSJpNBFAj0Q
夕阳电竞,太阳山路171号2层 175号2层,177号2层,上海,19117396528,上海火车站/客运汽车总站,121.460548,31.250042,G27fRiAJguFKBgiy
网鱼网咖,宣中路500弄67号三楼,上海,15317846825,迪士尼,121.700061,31.021742,G25iMQVSaxEM1DkO
金葵网咖·台球·棋牌,金葵路1176号二楼,上海,17317151534,金桥,121.632179,31.238901,G25ZMZoQj3h3WzUW
峰鲨电竞·棋牌,疏影路976号2楼,上海,13162565008,莘庄,121.363821,31.119341,G24h38Ho0yagtv83
网鱼电竞,曙建路146号,上海,13524228761,颛桥/北桥,121.418887,31.092438,G1xF8sRgxo9Qpq54
古巴电竞,红石路607号2层,上海,15317588871,嘉定西/悠活城,121.226472,31.384591,G1eMWQLQ59jhqeIa
魔兔电竞,唐安路695弄37号2楼,上海,15000258304,唐镇,121.651833,31.209803,G1a5dccgPzrlFKtU
乐乐网咖·棋牌,川沙路338号,上海,13386173523,曹路,121.666612,31.279638,G1MGgykGLyCAnXGE
西瓜网咖,中山中路99-103号三楼,上海,18721295672,鹿都国际商业广场,121.234275,31.006537,G1JLY9o867Y0dstG
,,上海,,,,,G1I8TaRkbNR2LUYT
驰速电竞棋牌,虹中路790号2楼,上海,18106073150,虹桥镇,121.377295,31.188845,G1EjhaTXk8SIg43g
夕阳电竞,仙霞路321、327号东部3层301、302室,上海,18321240029,天山,121.399759,31.206061,G1B9gCrOovOJ1Qem
网鱼网咖·台球·棋牌,古美路1006号3楼306、307室,上海,13917888440,万源城/东兰路,121.402368,31.152304,G11UoRizHfUces7P
网鱼网咖·棋牌,德悦路385号二楼,上海,13661704786,洞泾,121.255471,31.101212,Fq8MMGFaTphfbcUu
虎鲨电竞,安波路533弄2号101、102室,上海,15316116387,黄兴公园,121.528733,31.301253,FoCWQX0vn2PEqa2v
魔兔网咖·台球,沪闵路7398号来来大酒店电梯上三楼,上海,13310179323,莲花路/南方商城,121.400732,31.133239,FnDev51DM7XTmepM
匠星网络,宋园路101号B1层A,上海,52715398,虹桥/古北,121.413293,31.191614,FhzkOQIsINt0THhH
友趣电竞,上南路3521号4幢2层202,上海,18017720167,三林地区,121.506248,31.155698,FeM8P3yb1k8Gh2jg
网鱼网咖,金高路1071弄3号3楼,上海,15800834126,高行,121.610271,31.281816,FcTYFKRf8aipe2fA
网鱼网咖,祝桥镇川南奉公路5642号2楼（网鱼网咖盐仓店）,上海,15026876775,祝桥,121.760907,31.088336,Fb6fB7zmgLvSdwrD
网鱼电竞,上南路1589号二楼,上海,19921221057,上南地区,121.497149,31.168779,FS1T0iFPtN6NRadT
网鱼电竞·棋牌,聚丰园路57弄3号弘基广场二楼203室（上海大学西门）,上海,56565889,上海大学,121.385972,31.315592,FPHU2RN5zRxtuqlf
徽盟电竞,新镇街45弄1-9号2-3楼,上海,18017077757,新桥,121.313765,31.062608,FMunDc7LZ8HT0Bqi
网鱼网咖,锦绣路3218号2层A08室,上海,19117009002,北蔡,121.541281,31.180091,FE2ViUrlmAk2ZIV1
加榕网咖,龙川北路900-2号,上海,64182399,上海南站,121.435284,31.152524,FDBRYmDCAIFm3VnJ
魔王电竞,望园南路1588弄19号(A1绿地未来中心1楼)汉庭酒店后排,上海,57501598,南桥,121.489593,30.915803,F9nr0iLTfjLLqjYd
喵喵网咖,下盐路1062号1层,上海,58126891,航头,121.589326,31.067151,F8sy77u6Q7XEvpWA
网鱼电竞,沈梅东路209号2楼,上海,18702172793,康桥/周浦,121.586303,31.093189,F6lIi3LqfStZvkpp
攻略电竞社·棋牌,虹梅路2905号2楼(吴中路),上海,61535325,虹桥镇,121.393458,31.179248,F5mmTgYAEZcbUoaf
网鱼网咖,龙阳路2000号龙阳广场4楼,上海,17821865016,花木,121.558741,31.20306,F37XxvYznHnyG8mm
网鱼电竞,爱琴海购物中心虹井路120弄6号楼3层外切铺（乘坐大喇叭观光电梯上三楼出电梯左转第三个店铺）,上海,18200327621,龙柏地区,121.372934,31.175437,EzcFCZnFOB5x7tWb
网鱼网咖,沪南路5780号二楼204室（中国银行航头支行二楼）,上海,18221334237,航头,121.596646,31.033482,EyLRHJgSXFwtIKwX
魔兔电竞,龚华路235弄48号3楼,上海,18217686279,曹路,121.685932,31.263832,EvE5TAPJYlnw1h5Z
攻略电竞社·棋牌,罗秀路887号3楼301室,上海,61522001,上海南站,121.432924,31.131143,Eq1ivfIXrwlQDtqi
莱米网咖,清河湾路847号2楼,上海,13818227282,青浦城区,121.101163,31.166723,Ej0r3hqz9JhqMX0X
网鱼网咖,大木桥路428号5楼,上海,13482000292,肇嘉浜路/中山医院,121.462184,31.196424,EYxjulKRivR5JV22
零点网咖,丰庄北路383号2-3楼,上海,18121338652,丰庄,121.364507,31.249711,EYadxyIrnKaKNZeK
网鱼电竞,漕宝路400号明申商务广场2楼H室,上海,18930362433,漕河泾/田林,121.411504,31.163794,EWGUZjSMEzjawuLF
长城网咖,川沙路1215号二楼,上海,18106918809,曹路,121.677896,31.262461,ESEdRu7l4FYzHqOu
网鱼电竞,宜山路455号1层129-134商铺,上海,13585559864,光启城,121.428959,31.183835,ELSHH3ccTOFIFCbe
网鱼网咖,水产西路997号2楼,上海,19946203719,顾村公园,121.411371,31.354481,EIv4xlqSwuC9TZNi
夕阳电竞,中潭路65号2层203,上海,13381620290,中山北路/甘泉地区,121.442761,31.252161,EGesPvtOCGPToVkr
网鱼电竞,天目西路500号三楼,上海,13127568265,上海火车站/客运汽车总站,121.451472,31.245002,EDFUx2hZadG886Pt
古巴电竞,摩登公馆680弄5号,上海,19084231858,共富新村,121.418193,31.355822,EB1Uifg3GCFXGqVO
轻舟网咖,九新公路2730号3楼,上海,18779341559,新桥,121.309111,31.063052,E2MbnQK79VJ4YXEE
网鱼网咖,朱家角镇朱家角新风路100弄7号3楼（老凤祥楼上）,上海,17621481896,朱家角/东方绿舟,121.058331,31.108931,E1tFEGUcfheY1iDJ
